1.050000	6.720000	Sound 01
6.880000	6.900000	Sound 02
6.970000	6.980000	Sound 03
7.000000	7.800000	Sound 04
7.820000	7.830000	Sound 05
7.890000	7.910000	Sound 06
8.050000	9.100000	Sound 07
9.120000	9.160000	Sound 08
9.450000	9.460000	Sound 09
9.530000	9.600000	Sound 10
9.620000	9.630000	Sound 11
9.650000	10.100000	Sound 12
10.130000	10.160000	Sound 13
10.190000	10.220000	Sound 14
10.270000	11.220000	Sound 15
11.660000	11.670000	Sound 16
11.790000	11.810000	Sound 17
11.830000	12.870000	Sound 18
12.900000	13.020000	Sound 19
13.460000	13.470000	Sound 20
13.500000	13.560000	Sound 21
13.600000	13.610000	Sound 22
13.630000	14.200000	Sound 23
14.220000	14.230000	Sound 24
14.290000	14.300000	Sound 25
14.350000	20.160000	Sound 26
20.190000	20.200000	Sound 27
20.240000	20.320000	Sound 28
20.340000	30.340000	Sound 29
30.360000	40.080000	Sound 30
40.100000	40.140000	Sound 31
40.170000	41.530000	Sound 32
41.550000	95.760000	Sound 33
95.780000	95.810000	Sound 34
95.830000	95.850000	Sound 35
95.870000	113.410000	Sound 36
113.430000	122.960000	Sound 37
123.000000	125.400000	Sound 38
125.430000	126.200000	Sound 39
126.230000	126.250000	Sound 40
126.270000	126.280000	Sound 41
126.350000	126.400000	Sound 42
126.430000	126.440000	Sound 43
126.460000	126.480000	Sound 44
126.540000	127.440000	Sound 45
127.480000	127.540000	Sound 46
127.580000	129.250000	Sound 47
129.270000	130.220000	Sound 48
130.240000	136.370000	Sound 49
136.390000	137.000000	Sound 50
137.170000	137.650000	Sound 51
137.670000	140.920000	Sound 52
140.940000	141.110000	Sound 53
141.130000	141.180000	Sound 54
