0.000000	0.100000	Sound 01
0.120000	0.140000	Sound 02
0.160000	38.670000	Sound 03
38.880000	39.290000	Sound 04
39.310000	40.040000	Sound 05
40.070000	40.480000	Sound 06
40.830000	50.480000	Sound 07
50.500000	50.710000	Sound 08
50.910000	51.620000	Sound 09
51.660000	58.540000	Sound 10
58.560000	60.110000	Sound 11
60.130000	63.230000	Sound 12
63.490000	64.690000	Sound 13
64.760000	68.760000	Sound 14
68.850000	69.800000	Sound 15
69.840000	69.850000	Sound 16
69.900000	69.920000	Sound 17
69.940000	70.820000	Sound 18
70.840000	115.420000	Sound 19
115.490000	117.670000	Sound 20
117.690000	117.950000	Sound 21
118.050000	118.130000	Sound 22
118.150000	118.520000	Sound 23
118.540000	133.290000	Sound 24
133.310000	133.320000	Sound 25
133.350000	150.200000	Sound 26
150.220000	170.550000	Sound 27
170.590000	190.880000	Sound 28
190.900000	191.090000	Sound 29
191.120000	191.130000	Sound 30
191.240000	191.270000	Sound 31
191.320000	191.330000	Sound 32
191.390000	191.460000	Sound 33
191.500000	191.510000	Sound 34
