0.080000	10.830000	Sound 01
10.850000	16.030000	Sound 02
16.360000	16.370000	Sound 03
16.410000	16.420000	Sound 04
16.490000	16.550000	Sound 05
16.580000	17.970000	Sound 06
17.990000	18.000000	Sound 07
18.020000	24.510000	Sound 08
24.530000	33.180000	Sound 09
33.230000	37.230000	Sound 10
37.250000	40.250000	Sound 11
40.490000	41.300000	Sound 12
41.330000	55.700000	Sound 13
55.730000	57.020000	Sound 14
57.160000	61.610000	Sound 15
61.640000	80.100000	Sound 16
80.150000	80.160000	Sound 17
80.180000	81.570000	Sound 18
81.600000	83.750000	Sound 19
83.840000	90.990000	Sound 20
91.010000	91.170000	Sound 21
91.190000	91.250000	Sound 22
91.280000	91.290000	Sound 23
91.410000	95.500000	Sound 24
95.520000	95.710000	Sound 25
95.730000	98.940000	Sound 26
98.960000	109.180000	Sound 27
109.210000	127.380000	Sound 28
127.410000	131.260000	Sound 29
131.290000	131.330000	Sound 30
131.350000	165.430000	Sound 31
