1.090000	8.150000	Sound 01
8.190000	10.450000	Sound 02
10.600000	10.690000	Sound 03
10.720000	11.010000	Sound 04
11.050000	12.220000	Sound 05
12.290000	12.410000	Sound 06
12.430000	12.460000	Sound 07
12.490000	14.020000	Sound 08
14.040000	14.050000	Sound 09
14.090000	14.100000	Sound 10
14.120000	16.330000	Sound 11
16.350000	16.360000	Sound 12
16.390000	16.800000	Sound 13
17.180000	17.200000	Sound 14
17.220000	17.370000	Sound 15
17.400000	17.560000	Sound 16
17.630000	17.830000	Sound 17
17.870000	17.960000	Sound 18
17.980000	18.250000	Sound 19
18.270000	18.280000	Sound 20
18.310000	23.290000	Sound 21
23.310000	23.370000	Sound 22
23.390000	23.410000	Sound 23
23.500000	23.560000	Sound 24
23.580000	23.630000	Sound 25
23.670000	23.680000	Sound 26
23.700000	23.870000	Sound 27
23.910000	27.670000	Sound 28
27.770000	27.940000	Sound 29
28.030000	31.410000	Sound 30
31.480000	31.490000	Sound 31
31.540000	31.590000	Sound 32
31.610000	31.620000	Sound 33
31.650000	45.730000	Sound 34
45.750000	46.120000	Sound 35
46.160000	46.350000	Sound 36
46.370000	46.650000	Sound 37
46.670000	48.480000	Sound 38
48.510000	48.570000	Sound 39
48.590000	53.160000	Sound 40
53.180000	53.480000	Sound 41
53.500000	58.710000	Sound 42
58.730000	60.620000	Sound 43
60.670000	62.730000	Sound 44
62.850000	65.450000	Sound 45
65.480000	67.600000	Sound 46
68.080000	68.090000	Sound 47
68.140000	68.150000	Sound 48
68.220000	68.230000	Sound 49
68.310000	69.100000	Sound 50
69.130000	69.980000	Sound 51
70.330000	71.190000	Sound 52
71.210000	71.720000	Sound 53
71.800000	72.490000	Sound 54
72.510000	76.360000	Sound 55
76.390000	78.250000	Sound 56
78.270000	84.770000	Sound 57
84.790000	84.870000	Sound 58
84.900000	87.550000	Sound 59
87.710000	90.540000	Sound 60
90.570000	92.400000	Sound 61
92.500000	92.560000	Sound 62
92.580000	97.350000	Sound 63
97.400000	98.840000	Sound 64
98.860000	100.790000	Sound 65
100.810000	101.470000	Sound 66
101.510000	111.700000	Sound 67
111.720000	111.740000	Sound 68
111.760000	112.790000	Sound 69
113.040000	113.120000	Sound 70
113.150000	114.960000	Sound 71
114.980000	115.010000	Sound 72
115.080000	116.230000	Sound 73
116.410000	116.600000	Sound 74
116.620000	116.630000	Sound 75
116.660000	116.780000	Sound 76
116.900000	120.260000	Sound 77
120.290000	123.360000	Sound 78
123.380000	123.410000	Sound 79
123.430000	125.930000	Sound 80
125.950000	125.960000	Sound 81
126.090000	130.120000	Sound 82
130.140000	130.160000	Sound 83
130.220000	131.820000	Sound 84
131.840000	131.850000	Sound 85
131.880000	135.320000	Sound 86
135.340000	140.150000	Sound 87
140.190000	145.930000	Sound 88
145.970000	146.080000	Sound 89
146.240000	146.310000	Sound 90
147.070000	147.080000	Sound 91
