0.000000	32.130000	Sound 01
32.150000	32.370000	Sound 02
32.390000	37.650000	Sound 03
37.730000	37.740000	Sound 04
37.800000	37.820000	Sound 05
37.840000	37.850000	Sound 06
37.880000	43.380000	Sound 07
43.450000	44.910000	Sound 08
44.940000	45.640000	Sound 09
45.670000	54.200000	Sound 10
54.250000	54.260000	Sound 11
54.300000	54.310000	Sound 12
54.360000	55.340000	Sound 13
55.410000	55.420000	Sound 14
55.490000	55.500000	Sound 15
55.530000	57.480000	Sound 16
57.600000	58.670000	Sound 17
58.710000	61.910000	Sound 18
61.940000	62.060000	Sound 19
62.080000	71.820000	Sound 20
71.860000	81.640000	Sound 21
81.660000	81.690000	Sound 22
81.720000	82.990000	Sound 23
83.010000	88.090000	Sound 24
88.120000	90.190000	Sound 25
90.210000	93.780000	Sound 26
93.950000	93.960000	Sound 27
93.980000	94.050000	Sound 28
94.080000	94.190000	Sound 29
94.230000	94.400000	Sound 30
94.420000	99.410000	Sound 31
99.520000	99.540000	Sound 32
99.560000	99.570000	Sound 33
99.590000	101.430000	Sound 34
101.460000	102.730000	Sound 35
102.840000	104.140000	Sound 36
104.200000	104.300000	Sound 37
104.320000	104.330000	Sound 38
104.400000	106.070000	Sound 39
106.270000	107.220000	Sound 40
107.280000	107.290000	Sound 41
107.380000	107.400000	Sound 42
107.430000	107.440000	Sound 43
107.470000	107.500000	Sound 44
107.520000	107.570000	Sound 45
107.590000	113.850000	Sound 46
113.960000	113.970000	Sound 47
114.080000	119.820000	Sound 48
119.860000	119.870000	Sound 49
119.890000	119.900000	Sound 50
