0.070000	0.100000	Sound 01
0.350000	18.930000	Sound 02
19.090000	46.950000	Sound 03
47.050000	47.110000	Sound 04
47.180000	47.200000	Sound 05
47.260000	50.900000	Sound 06
50.950000	51.160000	Sound 07
51.180000	52.360000	Sound 08
52.390000	52.440000	Sound 09
52.500000	54.850000	Sound 10
54.870000	69.810000	Sound 11
69.830000	69.900000	Sound 12
69.930000	69.960000	Sound 13
69.980000	70.800000	Sound 14
71.100000	71.110000	Sound 15
71.240000	72.980000	Sound 16
73.010000	73.110000	Sound 17
73.160000	73.170000	Sound 18
73.230000	73.330000	Sound 19
73.440000	84.840000	Sound 20
84.870000	84.880000	Sound 21
85.000000	85.110000	Sound 22
85.210000	86.480000	Sound 23
86.500000	86.510000	Sound 24
86.610000	86.620000	Sound 25
86.640000	86.670000	Sound 26
86.700000	91.910000	Sound 27
91.930000	96.840000	Sound 28
96.860000	96.940000	Sound 29
96.960000	98.070000	Sound 30
98.090000	98.130000	Sound 31
98.190000	98.200000	Sound 32
98.220000	122.870000	Sound 33
122.890000	128.050000	Sound 34
128.080000	128.370000	Sound 35
128.390000	131.160000	Sound 36
131.210000	131.260000	Sound 37
131.280000	134.040000	Sound 38
134.060000	134.080000	Sound 39
134.110000	139.390000	Sound 40
139.410000	154.380000	Sound 41
154.400000	196.850000	Sound 42
197.320000	197.340000	Sound 43
197.370000	197.380000	Sound 44
197.400000	197.470000	Sound 45
197.500000	199.400000	Sound 46
199.430000	199.440000	Sound 47
199.500000	200.060000	Sound 48
200.090000	200.180000	Sound 49
200.200000	201.340000	Sound 50
201.640000	231.320000	Sound 51
231.350000	231.500000	Sound 52
