0.000000	0.220000	Sound 01
0.240000	0.410000	Sound 02
0.430000	0.480000	Sound 03
0.510000	0.530000	Sound 04
0.580000	0.590000	Sound 05
1.310000	1.320000	Sound 06
1.460000	1.470000	Sound 07
1.580000	1.600000	Sound 08
1.680000	1.690000	Sound 09
1.720000	1.730000	Sound 10
1.770000	1.780000	Sound 11
1.800000	1.810000	Sound 12
1.920000	1.990000	Sound 13
2.030000	2.060000	Sound 14
2.100000	48.420000	Sound 15
48.440000	48.450000	Sound 16
48.510000	48.570000	Sound 17
48.590000	49.780000	Sound 18
49.850000	52.360000	Sound 19
52.380000	52.430000	Sound 20
52.470000	55.860000	Sound 21
55.890000	59.950000	Sound 22
60.020000	76.140000	Sound 23
76.170000	76.240000	Sound 24
76.260000	79.960000	Sound 25
79.980000	128.170000	Sound 26
