0.000000	0.100000	Sound 01
0.120000	5.350000	Sound 02
5.430000	11.500000	Sound 03
11.640000	12.120000	Sound 04
12.350000	12.380000	Sound 05
12.420000	52.310000	Sound 06
52.410000	52.500000	Sound 07
52.590000	52.620000	Sound 08
52.640000	78.380000	Sound 09
78.720000	79.510000	Sound 10
79.560000	82.640000	Sound 11
82.700000	83.880000	Sound 12
83.900000	93.420000	Sound 13
93.500000	93.570000	Sound 14
93.590000	93.600000	Sound 15
93.680000	93.690000	Sound 16
93.730000	114.790000	Sound 17
114.820000	115.080000	Sound 18
115.100000	115.110000	Sound 19
115.160000	115.290000	Sound 20
115.350000	120.130000	Sound 21
120.150000	120.330000	Sound 22
120.350000	121.970000	Sound 23
122.270000	127.250000	Sound 24
127.280000	134.380000	Sound 25
134.410000	136.730000	Sound 26
136.750000	137.790000	Sound 27
137.810000	139.340000	Sound 28
139.360000	156.790000	Sound 29
