0.050000	0.090000	Sound 01
0.140000	0.160000	Sound 02
0.210000	0.230000	Sound 03
0.270000	0.320000	Sound 04
0.360000	0.370000	Sound 05
0.400000	0.490000	Sound 06
0.560000	0.590000	Sound 07
0.640000	0.720000	Sound 08
0.760000	0.780000	Sound 09
0.930000	14.130000	Sound 10
14.150000	32.090000	Sound 11
32.120000	34.820000	Sound 12
34.850000	36.910000	Sound 13
36.960000	38.300000	Sound 14
38.320000	40.410000	Sound 15
40.520000	40.530000	Sound 16
40.570000	40.580000	Sound 17
40.600000	49.880000	Sound 18
49.900000	55.420000	Sound 19
55.440000	56.840000	Sound 20
56.940000	56.970000	Sound 21
56.990000	57.000000	Sound 22
57.020000	57.030000	Sound 23
57.090000	58.340000	Sound 24
58.360000	58.890000	Sound 25
58.910000	72.560000	Sound 26
72.580000	76.940000	Sound 27
