0.080000	0.090000	Sound 01
0.110000	4.650000	Sound 02
4.860000	4.890000	Sound 03
4.990000	5.000000	Sound 04
5.100000	5.110000	Sound 05
5.130000	5.140000	Sound 06
5.160000	5.170000	Sound 07
5.190000	5.210000	Sound 08
5.250000	5.300000	Sound 09
5.350000	5.470000	Sound 10
5.490000	5.790000	Sound 11
5.810000	7.050000	Sound 12
7.070000	7.090000	Sound 13
7.130000	7.140000	Sound 14
7.180000	7.190000	Sound 15
7.230000	7.240000	Sound 16
7.270000	7.360000	Sound 17
7.380000	7.430000	Sound 18
7.460000	15.290000	Sound 19
15.360000	15.390000	Sound 20
15.470000	15.480000	Sound 21
15.550000	16.850000	Sound 22
16.900000	25.740000	Sound 23
25.760000	25.810000	Sound 24
25.870000	26.920000	Sound 25
27.000000	28.880000	Sound 26
28.900000	42.150000	Sound 27
42.170000	78.930000	Sound 28
78.950000	78.960000	Sound 29
78.980000	79.060000	Sound 30
79.090000	80.470000	Sound 31
80.490000	81.670000	Sound 32
81.710000	87.310000	Sound 33
87.330000	93.100000	Sound 34
93.120000	99.440000	Sound 35
99.500000	99.510000	Sound 36
99.530000	99.550000	Sound 37
99.600000	99.610000	Sound 38
99.660000	109.310000	Sound 39
109.330000	109.340000	Sound 40
109.380000	109.400000	Sound 41
109.420000	131.150000	Sound 42
131.170000	131.450000	Sound 43
131.470000	133.040000	Sound 44
133.060000	151.220000	Sound 45
