0.010000	0.020000	Sound 01
0.090000	9.350000	Sound 02
9.370000	13.400000	Sound 03
13.420000	13.510000	Sound 04
13.540000	18.320000	Sound 05
18.340000	39.070000	Sound 06
39.090000	41.830000	Sound 07
41.950000	41.960000	Sound 08
41.990000	42.020000	Sound 09
42.050000	43.450000	Sound 10
43.490000	44.860000	Sound 11
44.890000	57.620000	Sound 12
57.640000	59.990000	Sound 13
60.020000	60.460000	Sound 14
60.480000	62.460000	Sound 15
62.510000	63.300000	Sound 16
63.320000	63.340000	Sound 17
63.370000	64.750000	Sound 18
64.780000	64.950000	Sound 19
64.990000	65.010000	Sound 20
65.030000	65.170000	Sound 21
65.190000	67.160000	Sound 22
67.180000	79.030000	Sound 23
79.050000	88.360000	Sound 24
88.450000	88.480000	Sound 25
88.500000	88.520000	Sound 26
88.550000	88.600000	Sound 27
88.620000	89.380000	Sound 28
89.410000	90.630000	Sound 29
90.670000	90.700000	Sound 30
90.730000	90.820000	Sound 31
90.840000	93.450000	Sound 32
93.480000	97.090000	Sound 33
