0.570000	11.850000	Sound 01
12.080000	13.190000	Sound 02
13.410000	14.420000	Sound 03
14.650000	14.690000	Sound 04
15.240000	16.010000	Sound 05
16.230000	35.420000	Sound 06
35.640000	40.880000	Sound 07
41.210000	43.110000	Sound 08
43.390000	47.040000	Sound 09
47.260000	47.670000	Sound 10
48.010000	52.600000	Sound 11
52.870000	55.310000	Sound 12
55.680000	57.460000	Sound 13
57.900000	58.050000	Sound 14
58.380000	60.010000	Sound 15
60.260000	60.550000	Sound 16
60.800000	64.260000	Sound 17
64.650000	65.840000	Sound 18
66.120000	69.280000	Sound 19
69.510000	74.760000	Sound 20
75.070000	83.220000	Sound 21
83.760000	83.790000	Sound 22
84.010000	84.590000	Sound 23
84.980000	86.240000	Sound 24
86.750000	89.340000	Sound 25
89.590000	91.310000	Sound 26
91.750000	93.190000	Sound 27
93.640000	95.180000	Sound 28
95.620000	99.960000	Sound 29
100.200000	101.160000	Sound 30
101.430000	107.050000	Sound 31
107.480000	108.870000	Sound 32
109.150000	109.780000	Sound 33
110.130000	112.180000	Sound 34
112.520000	112.750000	Sound 35
113.070000	115.720000	Sound 36
115.940000	116.270000	Sound 37
116.490000	122.490000	Sound 38
122.710000	123.740000	Sound 39
123.950000	125.890000	Sound 40
126.100000	126.130000	Sound 41
126.340000	128.820000	Sound 42
129.360000	130.010000	Sound 43
130.290000	131.480000	Sound 44
131.740000	132.690000	Sound 45
132.940000	135.390000	Sound 46
135.630000	135.660000	Sound 47
135.900000	136.740000	Sound 48
137.050000	138.380000	Sound 49
138.740000	140.730000	Sound 50
140.940000	150.990000	Sound 51
