0.000000	0.050000	Sound 01
0.090000	55.870000	Sound 02
55.910000	56.900000	Sound 03
57.180000	58.120000	Sound 04
58.140000	58.150000	Sound 05
58.240000	67.790000	Sound 06
67.810000	67.820000	Sound 07
67.890000	81.640000	Sound 08
81.770000	82.830000	Sound 09
82.870000	87.000000	Sound 10
87.020000	88.100000	Sound 11
88.130000	95.990000	Sound 12
96.170000	115.370000	Sound 13
115.390000	120.720000	Sound 14
120.820000	120.830000	Sound 15
120.880000	128.080000	Sound 16
128.120000	132.660000	Sound 17
132.680000	139.160000	Sound 18
139.300000	139.330000	Sound 19
139.350000	140.600000	Sound 20
140.630000	140.640000	Sound 21
140.710000	140.720000	Sound 22
140.850000	145.290000	Sound 23
145.310000	145.340000	Sound 24
145.370000	147.040000	Sound 25
147.070000	147.080000	Sound 26
147.110000	168.320000	Sound 27
168.340000	168.420000	Sound 28
168.490000	168.540000	Sound 29
168.560000	168.640000	Sound 30
