0.120000	4.970000	Sound 01
5.130000	49.030000	Sound 02
49.050000	49.060000	Sound 03
49.190000	49.200000	Sound 04
49.590000	49.650000	Sound 05
49.710000	49.720000	Sound 06
49.780000	49.840000	Sound 07
49.860000	50.030000	Sound 08
50.050000	50.080000	Sound 09
50.100000	50.190000	Sound 10
50.210000	52.570000	Sound 11
52.590000	53.240000	Sound 12
53.260000	53.270000	Sound 13
53.300000	53.850000	Sound 14
53.880000	53.940000	Sound 15
53.960000	54.000000	Sound 16
54.040000	54.300000	Sound 17
54.320000	54.350000	Sound 18
54.420000	54.560000	Sound 19
54.580000	57.330000	Sound 20
57.380000	59.800000	Sound 21
59.820000	59.850000	Sound 22
59.870000	59.890000	Sound 23
59.930000	60.890000	Sound 24
61.000000	61.010000	Sound 25
61.220000	61.330000	Sound 26
61.410000	63.400000	Sound 27
63.420000	63.430000	Sound 28
63.450000	64.940000	Sound 29
64.960000	67.780000	Sound 30
67.800000	68.100000	Sound 31
68.120000	69.220000	Sound 32
69.240000	71.080000	Sound 33
71.110000	73.170000	Sound 34
73.230000	91.350000	Sound 35
91.370000	91.380000	Sound 36
91.440000	91.450000	Sound 37
91.470000	106.420000	Sound 38
106.450000	142.470000	Sound 39
142.500000	142.530000	Sound 40
142.550000	151.650000	Sound 41
151.720000	154.080000	Sound 42
154.100000	157.710000	Sound 43
