0.000000	0.040000	Sound 01
0.100000	0.120000	Sound 02
0.140000	0.210000	Sound 03
0.230000	0.250000	Sound 04
0.310000	0.330000	Sound 05
0.350000	0.360000	Sound 06
0.520000	0.530000	Sound 07
1.450000	44.480000	Sound 08
44.500000	44.520000	Sound 09
44.550000	44.560000	Sound 10
44.580000	44.590000	Sound 11
44.630000	44.640000	Sound 12
44.660000	46.560000	Sound 13
46.580000	52.220000	Sound 14
52.250000	56.170000	Sound 15
56.200000	80.340000	Sound 16
80.390000	80.430000	Sound 17
80.520000	80.530000	Sound 18
80.560000	86.980000	Sound 19
87.010000	87.050000	Sound 20
87.090000	121.750000	Sound 21
