0.010000	0.020000	Sound 01
0.690000	56.690000	Sound 02
56.710000	56.750000	Sound 03
56.780000	56.820000	Sound 04
56.850000	62.050000	Sound 05
62.110000	62.170000	Sound 06
62.190000	62.500000	Sound 07
62.520000	65.560000	Sound 08
65.600000	65.780000	Sound 09
65.800000	65.810000	Sound 10
65.830000	67.460000	Sound 11
67.600000	70.400000	Sound 12
70.430000	70.830000	Sound 13
70.850000	70.900000	Sound 14
70.920000	73.050000	Sound 15
73.090000	73.140000	Sound 16
73.240000	74.550000	Sound 17
74.570000	76.420000	Sound 18
76.440000	76.780000	Sound 19
76.840000	76.900000	Sound 20
76.930000	77.730000	Sound 21
77.880000	79.010000	Sound 22
79.050000	79.060000	Sound 23
79.180000	79.210000	Sound 24
79.230000	88.150000	Sound 25
88.180000	88.340000	Sound 26
88.440000	88.500000	Sound 27
88.520000	88.530000	Sound 28
88.590000	90.270000	Sound 29
